popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
0.548582,2962051,3011195,Basquiat,Jeffrey Wright|David Bowie|Dennis Hopper|Gary Oldman|Benicio del Toro,Julian Schnabel,108,8/9/96,53,6.7,1996,4117892.88185395,4186213.69327342
0.537577,67000000,47267001,Last Man Standing,Bruce Willis|Bruce Dern|William Sanderson|Christopher Walken|David Patrick Kelly,Walter Hill,101,9/20/96,131,6.0,1996,93144521.510337,65711375.990651
0.537381,25000000,51702483,Maximum Risk,Jean-Claude Van Damme|Natasha Henstridge|Jean-Hugues Anglade|Zach Grenier|Paul Ben-Victor,Ringo Lam,100,9/13/96,52,5.1,1996,34755418.4740063,71877657.3124079
0.529152,25000000,17193231,Fled,Laurence Fishburne|Stephen Baldwin|Salma Hayek|Will Patton|Robert John Burke,Kevin Hooks,98,7/19/96,20,5.3,1996,34755418.4740063,23902317.5330103
0.519242,3500000,9482579,She's the One,Edward Burns|Michael McGlone|Cameron Diaz|Jennifer Aniston|John Mahoney,Edward Burns,96,8/26/96,42,5.7,1996,4865758.58636088,13182840.0543129
0.491539,13000000,17917287,The Crow: City of Angels,Vincent PÃ©rez|Mia Kirshner|Iggy Pop|Thomas Jane|Richard Brooks,Tim Pope,84,8/29/96,69,5.7,1996,18072817.6064833,24908912.3041549
0.481121,7000000,560069,Bottle Rocket,Luke Wilson|Owen Wilson|Lumi Cavazos|Andrew Wilson|Robert Musgrave,Wes Anderson,91,2/21/96,128,6.7,1996,9731517.17272177,778617.29877273
0.478051,38000000,28921264,James and the Giant Peach,Miriam Margolyes|Joanna Lumley|Pete Postlethwaite|Susan Sarandon|Richard Dreyfuss,Henry Selick,79,4/12/96,222,6.1,1996,52828236.0804896,40206825.3246885
0.477489,6000000,22231658,Emma,Gwyneth Paltrow|Toni Collette|Alan Cumming|Ewan McGregor|Jeremy Northam,Douglas McGrath,121,8/2/96,77,6.5,1996,8341300.43376152,30906823.0864396
0.471398,45000000,53854588,Tin Cup,Kevin Costner|Don Johnson|Cheech Marin|George Perez|Rene Russo,Ron Shelton,135,8/16/96,64,5.6,1996,62559753.2532114,74869549.707408
0.468045,26000000,116400000,The First Wives Club,Bette Midler|Goldie Hawn|Diane Keaton|Maggie Smith|Dan Hedaya,Hugh Wilson,103,9/20/96,80,6.4,1996,36145635.2129666,161821228.414973
0.459939,3000000,4109095,Kama Sutra - A Tale of Love,Indira Varma|Sarita Choudhury|Ramon Tikaram|Naveen Andrews,Mira Nair,117,9/11/96,20,6.1,1996,4170650.21688076,5712532.65097788
0.455716,1000000,24475416,Sling Blade,Billy Bob Thornton|Dwight Yoakam|J. T. Walsh|John Ritter|Lucas Black,Billy Bob Thornton,135,8/30/96,87,6.9,1996,1390216.73896025,34026133.0162156
0.453398,4500000,13417292,Secrets & Lies,Timothy Spall|Phyllis Logan|Brenda Blethyn|Claire Rushbrook|Marianne Jean-Baptiste,Mike Leigh,142,5/24/96,45,6.7,1996,6255975.32532114,18652943.9299175
0.442104,47000000,12379402,Mary Reilly,Julia Roberts|John Malkovich|George Cole|Michael Gambon|Glenn Close,Stephen Frears,104,2/23/96,26,5.4,1996,65340186.7311319,17210051.878718
0.435293,50000000,75000000,The Ghost and the Darkness,Michael Douglas|Val Kilmer|Tom Wilkinson|John Kani|Emily Mortimer,Stephen Hopkins,109,10/11/96,104,6.3,1996,69510836.9480127,104266255.422019
0.401898,7000000,405000,Jude,Kate Winslet|Christopher Eccleston|Liam Cunningham|Rachel Griffiths|June Whitfield,Michael Winterbottom,123,2/6/96,20,6.7,1996,9731517.17272177,563037.779278902
0.397139,5000000,13269963,Lone Star,Chris Cooper|Matthew McConaughey|Elizabeth PeÃ±a|Kris Kristofferson|Joe Morton,John Sayles,135,6/21/96,27,6.6,1996,6951083.69480127,18448124.6879832
0.340804,25530000,20080020,Flipper,Elijah Wood|Paul Hogan|Jonathan Banks|Jason Fuchs|Robert Deacon,Alan Shapiro,95,5/17/96,47,5.5,1996,35492233.3456552,27915579.9226566
0.366286,50000000,22540359,The Chamber,Chris O'Donnell|Gene Hackman|Faye Dunaway|Robert Prosky|Lela Rochon,James Foley,113,10/11/96,26,6.0,1996,69510836.9480127,31335984.3839734
0.36509,38000000,10300000,White Squall,Jeff Bridges|Caroline Goodall|John Savage|Scott Wolf|Jeremy Sisto,Ridley Scott,129,2/2/96,41,6.2,1996,52828236.0804896,14319232.4112906
0.347219,45000000,17300889,The Phantom,Billy Zane|Kristy Swanson|Treat Williams|Catherine Zeta-Jones|James Remar,Simon Wincer,100,6/6/96,69,4.9,1996,62559753.2532114,24051985.4866933
0.331074,38000000,17380126,Extreme Measures,Hugh Grant|Gene Hackman|Sarah Jessica Parker|David Morse|Bill Nunn,Michael Apted,118,9/27/96,31,5.3,1996,52828236.0804896,24162142.0904383
0.317794,28000000,16900000,Michael Collins,Liam Neeson|Aidan Quinn|Stephen Rea|Alan Rickman|Julia Roberts,Neil Jordan,132,10/25/96,47,6.1,1996,38926068.6908871,23494662.8884282
0.392776,3000000,222559,Hard Eight,Philip Baker Hall|Gwyneth Paltrow|John C. Reilly|Samuel L. Jackson|F. William Parker,Paul Thomas Anderson,96,2/28/96,69,6.6,1996,4170650.21688076,309405.247206255
0.273628,5000000,42000000,Doctor Who,Paul McGann|Eric Roberts|Daphne Ashbrook|Sylvester McCoy|Yee Jee Tso,Geoffrey Sax,89,5/14/96,35,5.6,1996,6951083.69480127,58389103.0363306
0.243962,3000000,2503829,Ridicule,Charles Berling|Jean Rochefort|Fanny Ardant|Judith GodrÃ¨che|Bernard Giraudeau,Patrice Leconte,102,5/9/96,18,6.6,1996,4170650.21688076,3480864.98729411
0.240968,40000000,49627779,The Island of Dr. Moreau,Marlon Brando|Val Kilmer|David Thewlis|Fairuza Balk|Daniel Rigney,Richard Stanley|John Frankenheimer,96,8/23/96,68,4.6,1996,55608669.5584101,68993369.0832201
0.221598,15000000,76382,Silent Trigger,Dolph Lundgren|Gina Bellman|Conrad Dunn|Christopher Heyerdahl,Russell Mulcahy,93,6/26/96,11,4.6,1996,20853251.0844038,106187.534955262
0.211566,3000000,153155,Citizen Ruth,Laura Dern|Swoosie Kurtz|Kurtwood Smith|Mary Kay Place|Kelly Preston,Alexander Payne,104,12/13/96,10,7.0,1996,4170650.21688076,212918.644655457
0.111375,13000000,4619014,Joe's Apartment,Jerry O'Connell|Megan Ward|Billy West|Reginald Hudlin|Willi One Blood,John Payson,78,7/26/96,43,4.8,1996,18072817.6064833,6421430.58029175
0.099873,7000000,1100000,Bad Moon,Mariel Hemingway|Michael ParÃ©|Mason Gamble|Hrothgar Mathews|Ken Pogue,Eric Red,80,11/1/96,12,6.0,1996,9731517.17272177,1529238.41285627
0.094017,25000000,10070000,Mrs. Winterbourne,Shirley MacLaine|Ricki Lake|Brendan Fraser|Jane Krakowski|Loren Dean,Richard Benjamin,105,4/19/96,10,5.2,1996,34755418.4740063,13999482.5613297
4.271452,103000000,457640427,Gladiator,Russell Crowe|Joaquin Phoenix|Connie Nielsen|Oliver Reed|Richard Harris,Ridley Scott,155,5/1/00,3531,7.7,2000,130428087.777343,579506463.914726
3.095625,9000000,39723096,Memento,Guy Pearce|Carrie-Anne Moss|Joe Pantoliano|Mark Boone Junior|Russ Fega,Christopher Nolan,113,10/11/00,2144,7.9,2000,11396629.0290882,50301043.2220954
2.977558,123000000,345141403,How the Grinch Stole Christmas,Jim Carrey|Taylor Momsen|Jeffrey Tambor|Christine Baranski|Bill Irwin,Ron Howard,104,11/17/00,733,6.1,2000,155753930.064206,437049836.952227
2.197205,90000000,429632142,Cast Away,Tom Hanks|Helen Hunt|Chris Noth|Paul Sanchez|Lari White,Robert Zemeckis,143,12/22/00,1854,7.3,2000,113966290.290882,544039793.482951
2.153361,10000000,83557872,Snatch,Jason Statham|Brad Pitt|Vinnie Jones|Dennis Farina|Benicio del Toro,Guy Ritchie,103,9/1/00,1943,7.5,2000,12662921.1434313,105808674.404893
1.956406,125000000,546388105,Mission: Impossible II,Tom Cruise|Dougray Scott|Thandie Newton|Ving Rhames|Richard Roxburgh,John Woo,123,5/23/00,1269,5.8,2000,158286514.292892,691886948.73239
1.889388,48000000,90383208,Bedazzled,Elizabeth Hurley|Brendan Fraser|Frances O'Connor|Orlando Jones|Paul Adelstein,Harold Ramis,93,10/19/00,302,5.3,2000,60782021.4884706,114451543.559435
1.815244,19000000,278019771,Scary Movie,Carmen Electra|Dave Sheridan|Anna Faris|Jon Abrahams|Regina Hall,Keenen Ivory Wayans,88,7/7/00,681,5.9,2000,24059550.1725196,352054243.648785
1.768463,100000000,169327687,The Emperor's New Groove,David Spade|John Goodman|Eartha Kitt|Patrick Warburton|Wendie Malick,Mark Dindal,78,12/9/00,832,6.9,2000,126629211.434313,214418314.788063
1.767681,70000000,374111707,What Women Want,Helen Hunt|Mel Gibson|Marisa Tomei|Lauren Holly|Mark Feuerstein,Nancy Meyers,127,12/14/00,576,6.0,2000,88640448.0040197,473734704.45755
1.60246,127500000,354248063,Dinosaur,D. B. Sweeney|Alfre Woodard|Ossie Davis|Max Casella|Hayden Panettiere,Ralph Zondag|Eric Leighton,82,5/19/00,320,6.1,2000,161452244.57875,448581528.698231
1.562652,92000000,264105545,Charlie's Angels,Cameron Diaz|Lucy Liu|Drew Barrymore|Bill Murray|John Forsythe,McG,98,11/2/00,709,5.5,2000,116498874.519568,334434768.987796
1.525559,45000000,224834564,Chicken Run,Mel Gibson|Miranda Richardson|Timothy Spall|Imelda Staunton|Jane Horrocks,Peter Lord|Nick Park,84,6/21/00,663,6.3,2000,56983145.1454412,284706235.424977
1.513108,110000000,215294342,The Patriot,Mel Gibson|Heath Ledger|Joely Richardson|Jason Isaacs|TchÃ©ky Karyo,Roland Emmerich,165,6/28/00,651,6.7,2000,139292132.577745,272625527.537294
1.303223,23000000,53302314,Final Destination,Devon Sawa|Ali Larter|Kerr Smith|Tony Todd|Seann William Scott,James Wong,98,3/16/00,693,6.2,2000,29124718.6298921,67496299.8944418
1.240519,45000000,113916474,Coyote Ugly,Piper Perabo|Adam Garcia|John Goodman|Izabella Miko|Tyra Banks,David McNally,100,7/30/00,328,6.0,2000,56983145.1454412,144251532.719975
1.235745,25000000,91036760,Romeo Must Die,Jet Li|Aaliyah|Isaiah Washington|Russell Wong|DMX,Andrzej Bartkowiak,115,3/20/00,193,5.8,2000,31657302.8585784,115279131.303348
1.22950499999999,62000000,127666415,U-571,Matthew McConaughey|Bill Paxton|Harvey Keitel|Jon Bon Jovi|David Keith,Jonathan Mostow,116,4/20/00,205,6.1,2000,78510111.0892746,161662974.580958
1.211626,5000000,110000000,Billy Elliot,Jamie Bell|Julie Walters|Jean Heywood|Jamie Draven|Gary Lewis,Stephen Daldry,110,5/18/00,359,7.1,2000,6331460.57171569,139292132.577745
1.209516,90000000,237202299,Gone In Sixty Seconds,Nicolas Cage|Angelina Jolie|Giovanni Ribisi|Delroy Lindo|Will Patton,Dominic Sena,118,6/9/00,994,6.0,2000,113966290.290882,300367400.727763
1.208034,52000000,256271286,Erin Brockovich,Julia Roberts|Albert Finney|Aaron Eckhart|Marg Helgenberger|Cherry Jones,Steven Soderbergh,131,3/13/00,406,6.9,2000,65847189.9458432,324514308.594375
1.207663,55000000,330444045,Meet the Parents,Ben Stiller|Robert De Niro|Teri Polo|Blythe Danner|Owen Wilson,Jay Roach,108,10/5/00,957,6.5,2000,69646066.2888726,418438688.415149
1.161107,26000000,71000000,"O Brother, Where Art Thou?",George Clooney|John Turturro|Tim Blake Nelson|John Goodman|Holly Hunter,Joel Coen,106,8/30/00,662,7.2,2000,32923594.9729216,89906740.1183628
1.144594,23000000,53187659,Pitch Black,Vin Diesel|Radha Mitchell|Cole Hauser|Rhiana Griffith|Lewis Fitz-Gerald,David Twohy,109,2/18/00,1245,6.6,2000,29124718.6298921,67351113.1720718
1.104427,26000000,28780255,Boiler Room,Giovanni Ribisi|Vin Diesel|Nia Long|Tom Everett Scott|Ben Affleck,Ben Younger,118,2/18/00,102,6.5,2000,32923594.9729216,36444209.9552846
1.085408,95000000,76432727,The Road to El Dorado,Kenneth Branagh|Kevin Kline|Rosie Perez|Armand Assante|Edward James Olmos,Don Michael Paul|Bibo Bergeron,89,3/31/00,462,6.8,2000,120297750.862598,96786159.4778419
1.073638,45000000,212000000,Miss Congeniality,Sandra Bullock|Benjamin Bratt|Michael Caine|Candice Bergen|William Shatner,Donald Petrie,111,12/14/00,563,6.1,2000,56983145.1454412,268453928.240745
1.060212,31000000,68106245,Frequency,Dennis Quaid|Jim Caviezel|Andre Braugher|Elizabeth Mitchell|Noah Emmerich,Gregory Hoblit,118,4/28/00,215,6.8,2000,39255055.5446373,86242400.9810218
1.050687,4500000,7390108,Requiem for a Dream,Ellen Burstyn|Jared Leto|Jennifer Connelly|Marlon Wayans|Christopher McDonald,Darren Aronofsky,102,10/27/00,1316,7.7,2000,5698314.51454412,9358035.48454414
1.042311,40000000,55707411,Pay It Forward,Kevin Spacey|Helen Hunt|Haley Joel Osment|Jay Mohr|Jim Caviezel,Mimi Leder,122,10/12/00,230,6.8,2000,50651684.5737255,70541855.2597722
1.006654,95000000,190213455,Hollow Man,Elisabeth Shue|Kevin Bacon|Josh Brolin|Kim Dickens|Rhona Mitra,Paul Verhoeven,112,8/4/00,309,5.3,2000,120297750.862598,240865798.108463
1.001503,30000000,173959438,Big Momma's House,Martin Lawrence|Nia Long|Paul Giamatti|Jascha Washington|Terrence Howard,Raja Gosnell,98,5/31/00,279,5.7,2000,37988763.4302941,220283464.554964
0.981767,7000000,34266564,American Psycho,Christian Bale|Willem Dafoe|Jared Leto|Josh Lucas|Samantha Mathis,Mary Harron,102,4/13/00,1069,7.1,2000,8864044.80040197,43391479.7788344
0.97741,12800000,40031879,Dancer in the Dark,BjÃ¶rk|Catherine Deneuve|David Morse|Peter Stormare|Joel Grey,Lars von Trier,140,5/17/00,190,7.4,2000,16208539.0635921,50692052.7000386
0.976664,16000000,119754278,Road Trip,Breckin Meyer|Seann William Scott|Amy Smart|Paulo Costanzo|DJ Qualls,Todd Phillips,93,5/19/00,299,5.7,2000,20260673.8294902,151643897.890256
0.972719,30000000,136706683,Remember the Titans,Denzel Washington|Will Patton|Ryan Hurst|Wood Harris|Hayden Panettiere,Boaz Yakin,113,9/29/00,535,7.3,2000,37988763.4302941,173110594.660907
0.968941,10000000,12008642,The Gift,Cate Blanchett|Giovanni Ribisi|Keanu Reeves|Katie Holmes|Greg Kinnear,Sam Raimi,111,12/22/00,128,6.2,2000,12662921.1434313,15206448.6685698
0.923632,80000000,39459427,The Legend of Bagger Vance,Matt Damon|Bruce McGill|Charlize Theron|Will Smith|Joel Gretsch,Robert Redford,126,11/2/00,146,6.2,2000,101303369.147451,49967161.2465987
0.918262,48000000,207515725,Traffic,Michael Douglas|Benicio del Toro|Jacob Vargas|TomÃ¡s MiliÃ¡n|Russell G. Jones,Steven Soderbergh,148,12/27/00,286,6.6,2000,60782021.4884706,262775526.169699
0.91232,13000000,73180723,"Dude, Whereâ€™s My Car?",Ashton Kutcher|Seann William Scott|Kristy Swanson|Jennifer Garner|Marla Sokoloff,Danny Leiner,83,12/15/00,287,5.1,2000,16461797.4864608,92668172.4568295
0.911808,60000000,124745083,The Family Man,Nicolas Cage|TÃ©a Leoni|Don Cheadle|Saul Rubinek|Amber Valletta,Brett Ratner,125,12/12/00,301,6.4,2000,75977526.8605883,157963714.90598
0.886238,82000000,96085477,The 6th Day,Arnold Schwarzenegger|Michael Rapaport|Tony Goldwyn|Michael Rooker|Sarah Wynter,Roger Spottiswoode,123,11/17/00,318,5.5,2000,103835953.376137,121672281.827999
0.848261,15000000,35007180,The Skulls,Joshua Jackson|Paul Walker|Hill Harper|Leslie Bibb|Christopher McDonald,Rob Cohen,106,3/31/00,88,5.9,2000,18994381.715147,44329315.9793908
0.78353,51000000,149270999,"Me, Myself & Irene",Jim Carrey|RenÃ©e Zellweger|Anthony Anderson|Robert Forster|Richard Jenkins,Peter Farrelly|Bobby Farrelly,116,6/22/00,521,5.9,2000,64580897.8315,189020688.933822
0.770457,55000000,56932305,Shanghai Noon,Jackie Chan|Owen Wilson|Lucy Liu|Xander Berkeley|Roger Yuan,Tom Dey,110,5/26/00,411,6.1,2000,69646066.2888726,72092928.8728784
0.768576,75000000,248118121,Unbreakable,Bruce Willis|Samuel L. Jackson|Robin Wright|Spencer Treat Clark|John Patrick Amedori,M. Night Shyamalan,106,11/13/00,948,6.7,2000,94971908.5757354,314190020.047936
0.743732,65000000,128884132,Space Cowboys,Clint Eastwood|Tommy Lee Jones|Donald Sutherland|James Garner|James Cromwell,Clint Eastwood,130,7/31/00,211,6.2,2000,82308987.432304,163204960.01556
0.74231,41300000,106371651,The Whole Nine Yards,Bruce Willis|Matthew Perry|Rosanna Arquette|Michael Clarke Duncan|Kevin Pollak,Jonathan Lynn,98,2/18/00,313,6.0,2000,52297864.3223716,134697582.85096
0.736561999999999,60000000,47383689,Almost Famous,Kate Hudson|Billy Crudup|Frances McDormand|Jason Lee|Patrick Fugit,Cameron Crowe,122,9/15/00,454,7.3,2000,75977526.8605883,60001591.7291877
0.736173,28000000,90449929,Bring It On,Kirsten Dunst|Jesse Bradford|Huntley Ritter|Eliza Dushku|Gabrielle Union,Peyton Reed,98,8/25/00,409,5.7,2000,35456179.2016078,114536031.835596
0.733654,25000000,152500343,Chocolat,Juliette Binoche|Alfred Molina|Johnny Depp|Carrie-Anne Moss|Judi Dench,Lasse HallstrÃ¶m,121,12/14/00,527,6.6,2000,31657302.8585784,193109981.775523
0.697768,30000000,47126295,High Fidelity,John Cusack|Iben Hjejle|Todd Louiso|Jack Black|Lisa Bonet,Stephen Frears,113,3/17/00,379,7.0,2000,37988763.4302941,59675655.7367084
0.697146,80000000,33463969,Red Planet,Val Kilmer|Carrie-Anne Moss|Benjamin Bratt|Tom Sizemore|Simon Baker,Antony Hoffman,106,11/10/00,132,5.3,2000,101303369.147451,42375160.0593232
0.689638,90000000,60874615,Mission to Mars,Gary Sinise|Tim Robbins|Don Cheadle|Connie Nielsen|Jerry O'Connell,Brian De Palma,114,3/10/00,181,5.6,2000,113966290.290882,77085044.9381745
0.687905,33000000,104155843,The Cell,Jennifer Lopez|Vincent D'Onofrio|Vince Vaughn|Marianne Jean-Baptiste|Catherine Sutherland,Tarsem Singh,107,8/17/00,216,5.7,2000,41787639.7733235,131891722.653662
0.664636,46000000,107196498,Shaft,Samuel L. Jackson|Jeffrey Wright|Christian Bale|Busta Rhymes|Dan Hedaya,John Singleton,99,6/15/00,182,5.3,2000,58249437.2597843,135742080.1026
0.66065,63600000,19412993,Get Carter,Sylvester Stallone|Miranda Richardson|Rachael Leigh Cook|Mickey Rourke|Johnny Strong,Stephen T. Kay,102,10/6/00,77,5.3,2000,80536178.4722236,24582519.9516985
0.632783,83000000,59468275,The Flintstones in Viva Rock Vegas,Mark Addy|Stephen Baldwin|Kristen Johnston|Jane Krakowski|Joan Collins,Brian Levant,90,4/28/00,55,4.4,2000,105102245.49048,75304207.6860892
0.627609,80000000,34566746,Thirteen Days,Kevin Costner|Bruce Greenwood|Steven Culp|Dylan Baker|Shawn Driscoll,Roger Donaldson,145,12/24/00,94,6.6,2000,101303369.147451,43771597.8783022
0.626782,40000000,144056873,The Beach,Leonardo DiCaprio|Guillaume Canet|Tilda Swinton|Virginie Ledoyen|Staffan Kihlbom,Danny Boyle,119,2/11/00,683,6.2,2000,50651684.5737255,182418082.296831
0.58332,120000000,325756637,The Perfect Storm,George Clooney|Mark Wahlberg|Diane Lane|John C. Reilly|William Fichtner,Wolfgang Petersen,130,3/15/00,315,5.9,2000,151955053.721176,412503060.62804
0.54656,75000000,36754634,Titan A.E.,Matt Damon|Bill Pullman|Drew Barrymore|John Leguizamo|Nathan Lane,Don Bluth|Gary Goldman,94,6/16/00,184,6.1,2000,94971908.5757354,46542103.1997682
0.542611,40000000,161834276,Scream 3,David Arquette|Neve Campbell|Courteney Cox|Patrick Dempsey|Scott Foley,Wes Craven,116,2/3/00,390,5.6,2000,50651684.5737255,204929467.529231
0.530739,75000000,215663859,Vertical Limit,Chris O'Donnell|Robin Tunney|Bill Paxton|Scott Glenn|Izabella Scorupco,Martin Campbell,124,12/8/00,151,6.0,2000,94971908.5757354,273093444.00051
0.525341,42000000,32168970,Reindeer Games,Ben Affleck|Gary Sinise|Charlize Theron|Dennis Farina|Donal Logue,John Frankenheimer,124,2/25/00,86,5.2,2000,53184268.8024118,40735313.037541
0.495241,30000000,45554533,The Tigger Movie,Jim Cummings|Nikita Hopkins|Ken Sansom|John Fiedler|Peter Cullen,Jun Falkenstein,77,2/11/00,88,6.5,2000,37988763.4302941,57685345.9104842
0.49295,11000000,59827328,Next Friday,Ice Cube|Mike Epps|Justin Pierce|John Witherspoon|Don Curry,Steve Carr,98,1/12/00,70,6.6,2000,13929213.2577745,75758873.6686204
0.481089,28000000,33000337,Dracula 2000,Gerard Butler|Christopher Plummer|Jonny Lee Miller|Justine Waddell|Jennifer Esposito,Patrick Lussier,99,12/22/00,73,4.7,2000,35456179.2016078,41788066.5137661
0.47571,16000000,109130,The Weight of Water,Sean Penn|Catherine McCormack|Elizabeth Hurley|Sarah Polley|Josh Lucas,Kathryn Bigelow,113,9/25/00,14,5.1,2000,20260673.8294902,138190.458438266
0.468129,14000000,38574362,Urban Legends: Final Cut,Jennifer Morrison|Matthew Davis|Loretta Devine|Hart Bochner|Anthony Anderson,John Ottman,97,9/19/00,48,4.3,2000,17728089.6008039,48846410.4164176
0.465293,32000000,48814909,Men of Honor,Robert De Niro|Cuba Gooding Jr.|Charlize Theron|Aunjanue Ellis|Hal Holbrook,"George Tillman, Jr.",129,9/13/00,341,7.0,2000,40521347.6589804,61813934.3290779
0.464139,100000000,155464351,What Lies Beneath,Harrison Ford|Michelle Pfeiffer|Diana Scarwid|James Remar|Miranda Otto,Robert Zemeckis,130,7/21/00,234,6.1,2000,126629211.434313,196863281.732773
0.458778,60000000,71000000,Rules of Engagement,Tommy Lee Jones|Samuel L. Jackson|Guy Pearce|Ben Kingsley|Bruce Greenwood,William Friedkin,128,4/7/00,90,5.8,2000,75977526.8605883,89906740.1183628
0.449041,43000000,80049764,Finding Forrester,Sean Connery|Rob Brown|F. Murray Abraham|Anna Paquin|Busta Rhymes,Gus Van Sant,136,12/21/00,161,6.9,2000,54450560.9167549,101366384.908229
0.417675,16000000,20627372,Boys and Girls,Freddie Prinze Jr.|Claire Forlani|Jason Biggs|Amanda Detmer,Robert Iscove,94,6/16/00,53,5.3,2000,20260673.8294902,26120278.5032224
0.410235,85000000,183611771,102 Dalmatians,Glenn Close|Ioan Gruffudd|Alice Evans|Tim McInnerny|GÃ©rard Depardieu,Kevin Lima,100,10/7/00,150,5.0,2000,107634829.719166,232506137.717878
1.616724,84000000,123307945,Nutty Professor II: The Klumps,Eddie Murphy|Janet Jackson|Larry Miller|John Ales|Richard Gant,Peter Segal,106,7/27/00,168,4.8,2000,106368537.604823,156143878.389357
0.623706,30000000,37036004,Keeping the Faith,Ben Stiller|Edward Norton|Jenna Elfman|Anne Bancroft|Eli Wallach,Edward Norton,127,4/14/00,79,5.7,2000,37988763.4302941,46898399.8119809
0.38535,90000000,14828081,Supernova,James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli,Walter Hill|Jack Sholder,91,1/14/00,42,4.7,2000,113966290.290882,18776682.0411413
0.372923,35000000,36779296,Bounce,Ben Affleck|Gwyneth Paltrow|Joe Morton|Natasha Henstridge|Tony Goldwyn,Don Roos,106,11/15/00,62,5.2,2000,44320224.0020098,46573332.4958921
0.339608,40000000,30199105,The Art of War,Wesley Snipes|Donald Sutherland|Maury Chaykin|Anne Archer|Michael Biehn,Christian Duguay,117,8/23/00,67,5.7,2000,50651684.5737255,38240888.5217204
0.350814,15000000,9902115,Whatever It Takes,Jodi Lyn O'Keefe|Shane West|Marla Sokoloff|James Franco|Aaron Paul,David Raynr,94,3/31/00,22,5.0,2000,18994381.715147,12538970.1398189
0.349034,65000000,69700000,The Kid,Bruce Willis|Spencer Breslin|Emily Mortimer|Lily Tomlin|Chi McBride,Jon Turteltaub,104,7/7/00,141,5.9,2000,82308987.432304,88260560.3697167
0.332267,25000000,15843608,Highlander: Endgame,Christopher Lambert|Bruce Payne|Adrian Paul|Donnie Yen|Lisa Barbuscia,Douglas Aarniokoski,87,9/1/00,49,4.3,2000,31657302.8585784,20062635.8731438
0.324003,20000000,27728118,Love & Basketball,"Chris Warren, Jr.|Kyla Pratt|Sanaa Lathan|Omar Epps|Alfre Woodard",Gina Prince-Bythewood,124,4/21/00,54,7.3,2000,25325842.2868627,35111897.168976
0.310295,14000000,5108820,Gossip,Joshua Jackson|James Marsden|Kate Hudson|Lena Headey|Norman Reedus,Davis Guggenheim,90,4/21/00,34,5.3,2000,17728089.6008039,6469258.47959851
0.309754,13500000,7060876,Quills,Geoffrey Rush|Kate Winslet|Joaquin Phoenix|Michael Caine|Billie Whitelaw,Philip Kaufman,124,11/22/00,52,6.4,2000,17094943.5436323,8941131.59915472
0.285304,25000000,24362772,The Next Best Thing,Madonna|Rupert Everett|Benjamin Bratt|Malcolm Stumpf|Josef Sommer,John Schlesinger,108,3/3/00,17,3.6,2000,31657302.8585784,30850386.0671398
0.284476,35000000,15185241,Dungeons & Dragons,Justin Whalin|Jeremy Irons|Thora Birch|Bruce Payne|Zoe McLellan,Courtney Solomon,107,12/8/00,86,3.9,2000,44320224.0020098,19228950.9327001
0.279624,24000000,13700000,The Ladies Man,Tim Meadows|Karyn Parsons|Billy Dee Williams|John Witherspoon|Jill Talley,Reginald Hudlin,84,10/13/00,14,5.4,2000,30391010.7442353,17348201.966501
0.277798,2000000,1568749,Hamlet,Ethan Hawke|Kyle MacLachlan|Diane Venora|Sam Shepard|Julia Stiles,Michael Almereyda,112,5/12/00,18,5.0,2000,2532584.22868627,1986494.48808368
0.471019,25000000,260562,Under Suspicion,Gene Hackman|Morgan Freeman|Thomas Jane|Monica Bellucci|Nydia Caro,Stephen Hopkins,110,9/24/00,49,6.0,2000,31657302.8585784,329947.605897476
0.196668,24000000,12372410,Ready to Rumble,David Arquette|Scott Caan|Oliver Platt|Rose McGowan|Bill Goldberg,Brian Robbins,107,4/7/00,16,4.4,2000,30391010.7442353,15667085.2184201
0.253319,18000000,17200925,Center Stage,Amanda Schull|Zoe Saldana|Susan May Pratt|Peter Gallagher|Scottie Thompson,Nicholas Hytner,115,5/12/00,49,7.0,2000,22793258.0581765,21781395.6869077
0.249219,24000000,36609995,Return to Me,David Duchovny|Minnie Driver|Carroll O'Connor|Robert Loggia|Jim Belushi,Bonnie Hunt,115,4/7/00,32,5.5,2000,30391010.7442353,46358947.9746417
0.223263,10000000,26330482,Saving Grace,Brenda Blethyn|Craig Ferguson|Martin Clunes|TchÃ©ky Karyo|Jamie Foreman,Nigel Cole,93,1/24/00,61,6.2,2000,12662921.1434313,33342081.7234539
0.222291,1000000,1744858,The Broken Hearts Club: A Romantic Comedy,Ben Weber|Timothy Olyphant|Matt McGrath|Zach Braff|Dean Cain,Greg Berlanti,94,2/1/00,10,5.8,2000,1266292.11434313,2209499.92604854
0.207785,16000000,15427192,Drowning Mona,Danny DeVito|Bette Midler|Neve Campbell|Jamie Lee Curtis|Casey Affleck,Nick Gomez,96,3/3/00,21,4.5,2000,20260673.8294902,19535331.5760575
0.203554,10000000,1631839,Gun Shy,Sandra Bullock|Liam Neeson|Oliver Platt|JosÃ© ZÃºÃ±iga|Michael DeLorenzo,Eric Blakeney,101,2/4/00,10,5.1,2000,12662921.1434313,2066384.85757759
